name,author,press,year,price,score,num,quote
二手时间,[白俄] S. A. 阿列克谢耶维奇, 中信出版集团 ,2016,55,8.8,12736,用最为细小的马赛克拼出了一幅完整的后苏联时代图景
一个人的村庄,刘亮程, 春风文艺出版社 ,2006,28,8.9,10858,他是真正的作家，也是真正的农民
"别闹了，费曼先生

                
                   : 科学顽童的故事",费曼, 生活·读书·新知三联书店 ,1997,22,8.9,8124,科学顽童的故事
老人与海,海明威, 上海译文出版社 ,1999,8.2,8.4,148311,正是悲壮赋予生活以意义
"美国宪政历程

                
                   : 影响美国的25个司法大案",任东来, 中国法制出版社 ,2014,35,9.1,6432,25个案例异彩纷呈，美国宪政的酸甜苦辣尽在其中
西方哲学史（上卷）,[英] 罗素, 商务印书馆 , 1963年9月1版 ,25,8.9,11027,西方哲学史及其与从古代到现代的政治、社会情况的联系
故事新编,鲁迅, 人民文学出版社 ,1973,0.31,9.2,6461,拾取古代传说，取一点因由，随意点染
金阁寺,[日] 三岛由纪夫, 上海译文出版社 ,2009,24,8.7,18596,他的犯罪动机是对美的嫉妒
"批评官员的尺度

                
                   : 《纽约时报》诉警察局长沙利文案",[美] 安东尼·刘易斯, 北京大学出版社 ,2011,32,8.9,8103,新闻自由史上的里程碑案件：《纽约时报》诉沙利文案
哈姆莱特,[英] 莎士比亚, 人民文学出版社 ,2001,7,8.6,33522,生存还是毁灭，这是一个值得思考的问题
骆驼祥子,老舍, 人民文学出版社 ,2000,12,8.4,141926,旧中国老北京贫苦市民的典型命运
海底两万里,[法国] 儒尔·凡尔纳, 译林出版社 ,2002,19.5,8.5,74773,你听说过鹦鹉螺号吗？
尘埃落定,阿来, 人民文学出版社 ,1998,22,8.5,49644,一个傻子的土司家族传奇
过于喧嚣的孤独,(捷克) 赫拉巴尔, 北京十月文艺出版社 ,2011,22,8.8,10199,我为它而活着，并为写它推迟了我的死亡
长袜子皮皮,[瑞典] 阿斯特丽德·林格伦, 中国少年儿童出版社 ,1999,17.8,9,7102,无
2001太空漫游,[英] 阿瑟·克拉克, 上海人民出版社 ,2007,28,9.1,6147,科幻三巨头之一阿瑟·克拉克代表作
娱乐至死,[美] 尼尔·波兹曼, 广西师范大学出版社 ,2011,29.8,8.5,32547,一切公众话语都日渐以娱乐的方式出现，一切文化内容都成为娱乐的附庸
美丽新世界,[英] 阿道司·赫胥黎, 重庆出版社 ,2005,20,8.6,19406,最经典的反乌托邦文学之一
"规训与惩罚

                
                   : 监狱的诞生",[法] 米歇尔·福柯, 生活·读书·新知三联书店 ,2003,21.8,9.2,5718,伴随着惩罚的人性化，自由反而日益丧失了
那些回不去的年少时光·终场,桐华, 江苏文艺出版社 ,2010,23.8,8.7,18149,青春的逝去并不可怕，可怕的是失去了勇敢地热爱生活的心
呼啸山庄,（英）勃朗特, 人民文学出版社 ,1999,27.3,8.4,99338,近乎暴虐的爱与恨
心是孤独的猎手,[美] 卡森·麦卡勒斯, 上海三联书店 ,2005,25,8.5,28168,镇上有两个哑巴，他们总是在一起
心理学与生活,[美] 理查德·格里格, 人民邮电出版社 ,2003,88,8.8,15567,是教科书，也是通俗易懂的好读物
社会性动物,Elliot Aronson, 华东师范大学出版社 ,2007,45,9.1,7704,美国社会心理学的《圣经》
小姨多鹤,严歌苓, 作家出版社 ,2008,28,8.6,26841,两个女人的史诗
论美国的民主,[法]托克维尔, 商务印书馆 ,1989,60,9.2,6628,上卷讲述美国政治制度，对美国的民主进行社会学分析，下卷以美国为背景发挥其政治哲学和政治社会学思想
纽约客,白先勇, 广西师范大学出版社 ,2010,32,8.6,13566,无
陆小凤传奇,古龙, 珠海出版社 ,2005,94,8.7,16202,“我是陆小凤，四条眉毛的陆小凤。”
